128up	FBgn0176208	FBgn0182597	
CG8038	FBgn0179838	FBgn0184748	
CG8042	FBgn0179840	FBgn0184750	
CG8043	FBgn0178615	FBgn0190084	
CG8046	FBgn0175506	FBgn0181873	
CG8051	FBgn0177617	FBgn0187250	
CG8060	FBgn0174948	FBgn0196833	
CG8064	FBgn0170219	FBgn0190729	
CG8065	FBgn0180064	FBgn0185920	
CG8067	FBgn0176382	FBgn0182757	
CG8072	FBgn0180063	FBgn0185919	
CG8078	FBgn0175514	FBgn0181880	
CG8079	FBgn0176478	FBgn0021123	
CG8080	FBgn0175516	FBgn0181882	
CG8083	FBgn0175969	FBgn0182392	
CG8086	FBgn0168042	FBgn0193829	
CG8087	FBgn0180700	FBgn0186773	
CG8089	FBgn0175040	FBgn0196920	
CG8090	FBgn0175039	FBgn0196919	
CG8093	FBgn0175036	FBgn0045589	
CG8097	FBgn0177426	FBgn0188785	
CG8100	FBgn0180311	FBgn0186164	
CG8102	FBgn0175029	FBgn0196911	
CG8105	FBgn0177427	FBgn0188782	
CG8108	FBgn0180049	FBgn0185907	
CG8111	FBgn0179843	FBgn0184752	
CG8112	FBgn0178618	FBgn0190086	
CG8116	FBgn0178619	FBgn0190087	
CG8117	FBgn0177428	FBgn0188787	
CG8119	FBgn0177430	FBgn0188788	
CG8121	FBgn0178660	FBgn0190127	
CG8128	FBgn0177435	FBgn0188791	
CG8132	FBgn0171481	FBgn0190134	
CG8135	FBgn0178668	FBgn0190136	
CG8136	FBgn0178621	FBgn0190089	
CG8138	FBgn0178952	FBgn0190397	
CG8141	FBgn0178954	FBgn0190400	
CG8142	FBgn0177721	FBgn0187324	
CG8145	FBgn0178622	FBgn0190090	
CG8147	FBgn0178673	FBgn0190139	
CG8152	FBgn0175028	FBgn0196910	
CG8155	FBgn0175027	FBgn0196909	
CG8157	FBgn0175026	FBgn0196908	
CG8159	FBgn0178624	FBgn0190092	
CG8170	FBgn0175522	FBgn0181888	
CG8172	FBgn0175524	FBgn0181891	
CG8173	FBgn0168228	FBgn0188902	
CG8180	FBgn0175021	FBgn0196902	
CG8184	FBgn0177438	FBgn0188793	
CG8187	FBgn0175019	FBgn0196899	
CG8188	FBgn0168230	FBgn0188903	
CG8191	FBgn0177439	FBgn0188794	
CG8192	FBgn0175018	FBgn0196898	
CG8195	FBgn0175017	FBgn0196897	
CG8197	FBgn0175518	FBgn0181884	
CG8199	FBgn0178679	FBgn0190144	
CG8202	FBgn0178625	FBgn0190093	
CG8204	FBgn0175014	FBgn0196894	
CG8206	FBgn0177441	FBgn0188796	
CG8207	FBgn0175010	FBgn0196892	
CG8209	FBgn0179870	FBgn0185739	
CG8213	FBgn0175528	FBgn0181895	
CG8214	FBgn0175008	FBgn0196889	
CG8216	FBgn0175529	FBgn0181896	
CG8223	FBgn0178626	FBgn0190094	
CG8230	FBgn0175531	FBgn0181898	
CG8235	FBgn0175533	FBgn0186933	
CG8236	FBgn0178629	FBgn0190095	
CG8237	FBgn0175959	FBgn0187049	
CG8243	FBgn0175958	FBgn0182380	
CG8245	FBgn0171430	FBgn0182152	
CG8247	FBgn0175534	FBgn0181900	
CG8248	FBgn0175535	FBgn0181902	
CG8249	FBgn0175001	FBgn0196880	
CG8252	FBgn0175538	FBgn0181904	
CG8258	FBgn0175539	FBgn0181905	
CG8270	FBgn0169707	FBgn0185654	
CG8272	FBgn0175542	FBgn0181909	
CG8273	FBgn0178683	FBgn0190148	
CG8281	FBgn0179866	FBgn0185735	
CG8289	FBgn0168235	FBgn0188910	
CG8290	FBgn0176201	FBgn0182591	
CG8292	FBgn0168061	FBgn0193834	
CG8297	FBgn0176524	FBgn0182899	
CG8298	FBgn0176205	FBgn0182594	
CG8299	FBgn0174990	FBgn0196870	
CG8300	FBgn0172415	FBgn0188420	
CG8301	FBgn0178684	FBgn0190150	
CG8306	FBgn0174931	FBgn0196815	
CG8311	FBgn0174932	FBgn0196816	
CG8312	FBgn0178686	FBgn0190153	
CG8314	FBgn0174986	FBgn0196865	
CG8316	FBgn0168236	FBgn0188911	
CG8317	FBgn0174933	FBgn0196817	
CG8319	FBgn0178687	FBgn0190154	
CG8320	FBgn0176529	FBgn0182903	
CG8321	FBgn0176207	FBgn0182596	
CG8323	FBgn0176392	FBgn0182783	
CG8326	FBgn0168237	FBgn0188912	
CG8329	FBgn0180029	FBgn0185886	
CG8331	FBgn0176396	FBgn0182787	
CG8334	FBgn0174576	FBgn0186507	
CG8335	FBgn0171453	FBgn0182171	
CG8336	FBgn0180028	FBgn0185885	
CG8343	FBgn0171452	FBgn0084900	
CG8349	FBgn0171775	FBgn0194895	
CG8353	FBgn0171771	FBgn0194894	
CG8359	FBgn0178632	FBgn0190100	
CG8360	FBgn0171770	FBgn0194893	
CG8366	FBgn0176528	FBgn0182902	
CG8368	FBgn0169712	FBgn0185659	
CG8370	FBgn0176530	FBgn0182904	
CG8372	FBgn0168064	FBgn0193835	
CG8378	FBgn0176214	FBgn0182604	
CG8379	FBgn0178634	FBgn0190101	
CG8386	FBgn0174983	FBgn0196862	
CG8388	FBgn0174982	FBgn0196861	
CG8389	FBgn0176531	FBgn0182905	
CG8397	FBgn0174980	FBgn0196860	
CG8398	FBgn0169713	FBgn0185660	
CG8401	FBgn0176533	FBgn0182908	
CG8405	FBgn0176535	FBgn0182910	
CG8407	FBgn0176217	FBgn0187067	
CG8408	FBgn0168238	FBgn0188913	
CG8412	FBgn0178698	FBgn0190164	
CG8414	FBgn0174976	FBgn0196856	
CG8417	FBgn0178699	FBgn0190165	
CG8419	FBgn0171756	FBgn0194891	
CG8420	FBgn0178651	FBgn0190119	
CG8435	FBgn0174970	FBgn0196850	
CG8436	FBgn0178655	FBgn0190123	
CG8441	FBgn0174967	FBgn0196848	
CG8446	FBgn0176552	FBgn0182928	
CG8449	FBgn0180809	FBgn0191984	
CG8451	FBgn0168073	FBgn0193837	
CG8455	FBgn0171743	FBgn0194890	
CG8460	FBgn0171732	FBgn0194889	
CG8461	FBgn0180705	FBgn0191888	
CG8468	FBgn0176400	FBgn0182791	
CG8475	FBgn0168077	FBgn0193838	
CG8476	FBgn0180813	FBgn0191987	
CG8481	FBgn0178702	FBgn0190168	
CG8483	FBgn0180814	FBgn0191988	
CG8485	FBgn0175104	FBgn0196978	
CG8492	FBgn0179853	FBgn0184759	
CG8498	FBgn0168090	FBgn0193840	
CG8501	FBgn0176256	FBgn0182635	
CG8507	FBgn0178707	FBgn0190166	
CG8508	FBgn0180815	FBgn0191989	
CG8516	FBgn0178708	FBgn0190167	
CG8517	FBgn0176859	FBgn0183229	
CG8519	FBgn0169715	FBgn0185662	
CG8520	FBgn0176270	FBgn0182648	
CG8525	FBgn0176271	FBgn0182649	
CG8526	FBgn0178709	FBgn0190172	
CG8531	FBgn0176404	FBgn0182794	
CG8534	FBgn0178710	FBgn0190173	
CG8539	FBgn0168684	FBgn0184774	
CG8541	FBgn0169769	FBgn0185716	
CG8547	FBgn0175102	FBgn0196976	
CG8550	FBgn0176277	FBgn0182655	
CG8560	FBgn0168692	FBgn0184779	
CG8563	FBgn0169760	FBgn0185708	
CG8565	FBgn0177434	FBgn0188790	
CG8568	FBgn0168244	FBgn0188915	
CG8569	FBgn0176282	FBgn0182658	
CG8578	FBgn0177459	FBgn0196007	
CG8584	FBgn0175551	FBgn0181917	
CG8586	FBgn0175552	FBgn0181919	
CG8596	FBgn0168703	FBgn0184791	
CG8602	FBgn0168707	FBgn0184796	
CG8605	FBgn0169752	FBgn0185700	
CG8607	FBgn0169751	FBgn0185699	
CG8611	FBgn0168248	FBgn0188919	
CG8613	FBgn0176413	FBgn0182801	
CG8617	FBgn0175099	FBgn0196972	
CG8620	FBgn0169745	FBgn0185694	
CG8628	FBgn0169742	FBgn0185690	
CG8629	FBgn0168719	FBgn0184811	
CG8630	FBgn0178958	FBgn0190404	
CG8632	FBgn0176296	FBgn0182673	
CG8635	FBgn0175554	FBgn0181924	
CG8636	FBgn0173773	FBgn0195937	
CG8641	FBgn0168726	FBgn0184816	
CG8642	FBgn0175555	FBgn0181927	
CG8646	FBgn0176297	FBgn0182674	
CG8654	FBgn0176865	FBgn0183236	
CG8661	FBgn0168254	FBgn0187343	
CG8665	FBgn0178279	FBgn0195668	
CG8668	FBgn0171667	FBgn0194884	
CG8671	FBgn0178273	FBgn0195661	
CG8673	FBgn0171656	FBgn0194883	
CG8675	FBgn0168256	FBgn0187347	
CG8677	FBgn0178268	FBgn0195658	
CG8678	FBgn0178132	FBgn0193067	
CG8680	FBgn0172941	FBgn0194059	
CG8708	FBgn0175595	FBgn0181956	
CG8712	FBgn0175607	FBgn0181967	
CG8713	FBgn0175887	FBgn0182311	
CG8726	FBgn0175619	FBgn0181978	
CG8728	FBgn0175625	FBgn0181985	
CG8735	FBgn0175556	FBgn0181929	
CG8736	FBgn0175558	FBgn0181930	
CG8738	FBgn0175938	FBgn0182363	
CG8740	FBgn0175946	FBgn0182366	
CG8745	FBgn0179440	FBgn0184375	
CG8746	FBgn0175949	FBgn0182369	
CG8757	FBgn0179442	FBgn0189125	
CG8765	FBgn0171755	FBgn0183992	
CG8768	FBgn0175222	FBgn0197097	
CG8771	FBgn0175225	FBgn0197101	
CG8777	FBgn0175972	FBgn0182395	
CG8778	FBgn0175228	FBgn0197104	
CG8783	FBgn0179428	FBgn0184365	
CG8784	FBgn0178965	FBgn0190409	
CG8785	FBgn0175229	FBgn0197105	
CG8786	FBgn0171945	FBgn0183998	
CG8788	FBgn0175981	FBgn0182402	
CG8791	FBgn0175871	FBgn0182288	
CG8795	FBgn0180804	FBgn0191979	
CG8800	FBgn0175488	FBgn0181854	
CG8801	FBgn0175487	FBgn0181853	
CG8813	FBgn0173282	FBgn0194579	
CG8814	FBgn0173283	FBgn0194580	
CG8818	FBgn0175236	FBgn0197112	
CG8830	FBgn0175243	FBgn0197119	
CG8833	FBgn0179435	FBgn0184371	
CG8834	FBgn0175246	FBgn0197123	
CG8837	FBgn0173313	FBgn0194608	
CG8838	FBgn0173319	FBgn0194613	
CG8839	FBgn0175250	FBgn0197128	
CG8840	FBgn0173323	FBgn0194616	
CG8841	FBgn0175251	FBgn0197129	
CG8852	FBgn0173327	FBgn0194628	
CG8854	FBgn0175256	FBgn0186905	
CG8858	FBgn0175259	FBgn0197134	
CG8861	FBgn0181126	FBgn0192270	
CG8866	FBgn0181123	FBgn0192267	
CG8878	FBgn0175267	FBgn0186916	
CG8888	FBgn0175272	FBgn0197143	
CG8891	FBgn0172958	FBgn0194068	
CG8892	FBgn0172957	FBgn0194067	
CG8907	FBgn0170116	FBgn0190634	
CG8909	FBgn0177467	FBgn0188813	
CG8910	FBgn0174909	FBgn0196801	
CG8915	FBgn0168257	FBgn0187350	
CG8916	FBgn0177468	FBgn0196143	
CG8918	FBgn0168264	FBgn0187355	
CG8920	FBgn0176879	FBgn0187110	
CG8924	FBgn0177470	FBgn0188814	
CG8925	FBgn0179153	FBgn0190585	
CG8927	FBgn0179154	FBgn0190586	
CG8929	FBgn0176881	FBgn0183251	
CG8939	FBgn0166623	FBgn0196145	
CG8944	FBgn0177400	FBgn0187440	
CG8945	FBgn0168274	FBgn0187365	
CG8949	FBgn0168275	FBgn0187366	
CG8950	FBgn0174894	FBgn0196789	
CG8952	FBgn0177398	FBgn0187439	
CG8958	FBgn0167916	FBgn0196147	
CG8960	FBgn0169391	FBgn0185373	
CG8963	FBgn0174897	FBgn0196792	
CG8964	FBgn0175275	FBgn0197147	
CG8965	FBgn0172899	FBgn0194026	
CG8974	FBgn0177395	FBgn0187435	
CG8993	FBgn0169409	FBgn0185390	
CG9003	FBgn0175299	FBgn0197171	
CG9004	FBgn0169410	FBgn0185392	
CG9005	FBgn0175301	FBgn0197172	
CG9008	FBgn0170047	FBgn0193459	
CG9010	FBgn0174905	FBgn0196797	
CG9014	FBgn0180236	FBgn0193463	
CG9016	FBgn0172894	FBgn0194024	
CG9018	FBgn0169059	FBgn0185113	
CG9021	FBgn0172896	FBgn0194025	
CG9029	FBgn0173483	FBgn0194753	
CG9034	FBgn0168605	FBgn0187718	
CG9040	FBgn0180298	FBgn0186150	
CG9044	FBgn0173489	FBgn0194756	
CG9059	FBgn0168279	FBgn0187369	
CG9062	FBgn0175338	FBgn0197202	
CG9065	FBgn0166949	FBgn0187480	
CG9067	FBgn0175339	FBgn0197203	
CG9068	FBgn0176561	FBgn0182936	
CG9072	FBgn0166947	FBgn0187478	
CG9084	FBgn0175354	FBgn0197218	
CG9090	FBgn0082770	FBgn0082745	
CG9098	FBgn0172882	FBgn0194012	
CG9099	FBgn0168288	FBgn0187376	
CG9101	FBgn0171754	FBgn0187472	
CG9104	FBgn0168289	FBgn0187377	
CG9107	FBgn0172880	FBgn0194010	
CG9109	FBgn0172879	FBgn0194009	
CG9114	FBgn0165923	FBgn0187468	
CG9117	FBgn0172875	FBgn0194007	
CG9119	FBgn0169156	FBgn0185202	
CG9121	FBgn0172948	FBgn0186602	
CG9125	FBgn0168294	FBgn0187381	
CG9129	FBgn0169314	FBgn0185308	
CG9130	FBgn0169316	FBgn0185309	
CG9132	FBgn0168295	FBgn0187382	
CG9133	FBgn0169317	FBgn0185310	
CG9134	FBgn0169318	FBgn0185311	
CG9135	FBgn0173501	FBgn0194766	
CG9140	FBgn0172871	FBgn0194003	
CG9147	FBgn0173505	FBgn0194768	
CG9149	FBgn0169322	FBgn0185316	
CG9150	FBgn0172869	FBgn0194001	
CG9153	FBgn0169324	FBgn0185318	
CG9154	FBgn0172868	FBgn0194000	
CG9164	FBgn0176083	FBgn0187460	
CG9168	FBgn0169333	FBgn0185327	
CG9170	FBgn0178079	FBgn0187429	
CG9172	FBgn0166618	FBgn0187428	
CG9173	FBgn0169142	FBgn0185190	
CG9175	FBgn0172866	FBgn0193999	
CG9184	FBgn0169148	FBgn0185195	
CG9186	FBgn0169149	FBgn0185196	
CG9192	FBgn0169154	FBgn0185201	
CG9194	FBgn0169312	FBgn0185306	
CG9205	FBgn0169297	FBgn0185299	
CG9213	FBgn0177417	FBgn0195858	
CG9215	FBgn0177415	FBgn0187449	
CG9220	FBgn0177414	FBgn0187452	
CG9222	FBgn0173513	FBgn0194775	
CG9231	FBgn0172532	FBgn0184005	
CG9235	FBgn0170699	FBgn0183287	
CG9236	FBgn0170698	FBgn0183286	
CG9238	FBgn0179407	FBgn0184344	
CG9240	FBgn0177408	FBgn0187445	
CG9246	FBgn0178263	FBgn0195653	
CG9248	FBgn0178262	FBgn0195652	
CG9249	FBgn0178139	FBgn0193073	
CG9253	FBgn0178260	FBgn0195649	
CG9254	FBgn0180279	FBgn0193466	
CG9257	FBgn0178258	FBgn0195647	
CG9259	FBgn0178255	FBgn0195644	
CG9263	FBgn0180290	FBgn0193467	
CG9265	FBgn0178154	FBgn0193085	
CG9267	FBgn0180367	FBgn0193470	
CG9269	FBgn0178979	FBgn0190425	
CG9270	FBgn0178156	FBgn0193087	
CG9272	FBgn0178157	FBgn0193088	
CG9279	FBgn0172900	FBgn0184009	
CG9281	FBgn0177406	FBgn0187444	
CG9286	FBgn0178999	FBgn0190443	
CG9287	FBgn0167738	FBgn0193796	
CG9288	FBgn0178998	FBgn0190442	
CG9289	FBgn0167727	FBgn0193795	
CG9293	FBgn0180433	FBgn0193477	
CG9294	FBgn0170785	FBgn0183371	
CG9300	FBgn0174492	FBgn0186485	
CG9302	FBgn0180444	FBgn0193478	
CG9304	FBgn0170791	FBgn0183376	
CG9305	FBgn0180455	FBgn0193479	
CG9306	FBgn0180466	FBgn0193480	
CG9308	FBgn0170793	FBgn0187112	
CG9312	FBgn0178993	FBgn0190439	
CG9313	FBgn0170707	FBgn0183293	
CG9314	FBgn0172029	FBgn0194938	
CG9316	FBgn0178180	FBgn0193108	
CG9317	FBgn0178179	FBgn0193107	
CG9318	FBgn0178178	FBgn0193106	
CG9319	FBgn0178177	FBgn0193105	
CG9323	FBgn0178176	FBgn0193104	
CG9328	FBgn0178239	FBgn0195630	
CG9330	FBgn0174497	FBgn0186487	
CG9331	FBgn0178241	FBgn0195631	
CG9335	FBgn0178246	FBgn0195637	
CG9336	FBgn0178247	FBgn0085975	
CG9344	FBgn0170706	FBgn0183292	
CG9346	FBgn0170710	FBgn0183296	
CG9350	FBgn0170713	FBgn0183298	
CG9356	FBgn0181118	FBgn0192263	
CG9360	FBgn0167978	FBgn0187619	
CG9368	FBgn0174507	FBgn0186489	
CG9372	FBgn0174511	FBgn0186490	
CG9376	FBgn0174513	FBgn0186491	
CG9377	FBgn0180488	FBgn0193482	
CG9380	FBgn0166703	FBgn0196208	
CG9384	FBgn0180338	FBgn0186184	
CG9389	FBgn0177026	FBgn0183868	
CG9393	FBgn0181100	FBgn0192249	
CG9394	FBgn0170720	FBgn0183304	
CG9395	FBgn0180498	FBgn0193483	
CG9396	FBgn0181098	FBgn0192247	
CG9399	FBgn0181097	FBgn0192246	
CG9400	FBgn0172467	FBgn0187508	
CG9406	FBgn0170724	FBgn0183307	
CG9410	FBgn0175768	FBgn0182188	
CG9411	FBgn0172457	FBgn0187504	
CG9413	FBgn0172453	FBgn0187502	
CG9416	FBgn0174722	FBgn0196624	
CG9418	FBgn0170727	FBgn0183310	
CG9422	FBgn0175773	FBgn0182190	
CG9425	FBgn0180340	FBgn0186186	
CG9427	FBgn0181092	FBgn0192242	
CG9430	FBgn0175737	FBgn0187144	
CG9437	FBgn0170728	FBgn0183311	
CG9444	FBgn0181086	FBgn0192237	
CG9445	FBgn0166021	FBgn0182069	
CG9447	FBgn0175724	FBgn0182067	
CG9451	FBgn0173223	FBgn0184012	
CG9452	FBgn0173120	FBgn0184011	
CG9459	FBgn0181060	FBgn0192218	
CG9471	FBgn0181068	FBgn0192224	
CG9483	FBgn0172128	FBgn0194949	
CG9486	FBgn0173522	FBgn0194782	
CG9497	FBgn0172857	FBgn0193989	
CG9498	FBgn0172855	FBgn0193988	
CG9500	FBgn0172853	FBgn0193986	
CG9505	FBgn0173529	FBgn0194790	
CG9507	FBgn0173531	FBgn0194792	
CG9509	FBgn0166961	FBgn0187486	
CG9510	FBgn0167608	FBgn0193783	
CG9512	FBgn0166962	FBgn0187487	
CG9515	FBgn0167597	FBgn0193782	
CG9518	FBgn0166969	FBgn0187176	
CG9525	FBgn0167564	FBgn0193778	
CG9527	FBgn0172848	FBgn0193979	
CG9531	FBgn0172844	FBgn0193976	
CG9536	FBgn0172842	FBgn0193974	
CG9541	FBgn0167553	FBgn0193777	
CG9547	FBgn0172838	FBgn0193970	
CG9548	FBgn0172839	FBgn0193971	
CG9550	FBgn0173540	FBgn0194800	
CG9555	FBgn0172235	FBgn0194958	
CG9568	FBgn0172269	FBgn0194960	
CG9570	FBgn0177871	FBgn0189026	
CG9582	FBgn0167498	FBgn0193772	
CG9586	FBgn0167476	FBgn0193770	
CG9588	FBgn0180771	FBgn0191953	
CG9589	FBgn0179122	FBgn0190553	
CG9590	FBgn0179121	FBgn0190552	
CG9592	FBgn0180324	FBgn0189493	
CG9593	FBgn0179125	FBgn0190556	
CG9596	FBgn0169060	FBgn0193966	
CG9601	FBgn0181200	FBgn0192334	
CG9602	FBgn0180763	FBgn0191946	
CG9603	FBgn0181201	FBgn0192335	
CG9609	FBgn0168298	FBgn0187385	
CG9616	FBgn0180723	FBgn0191909	
CG9624	FBgn0180724	FBgn0191910	
CG9626	FBgn0181210	FBgn0192339	
CG9628	FBgn0180328	FBgn0186176	
CG9629	FBgn0169804	FBgn0184027	
CG9630	FBgn0181212	FBgn0192341	
CG9631	FBgn0180725	FBgn0191911	
CG9632	FBgn0179131	FBgn0190562	
CG9634	FBgn0168300	FBgn0187387	
CG9636	FBgn0181216	FBgn0192345	
CG9640	FBgn0176629	FBgn0182993	
CG9641	FBgn0173089	FBgn0194183	
CG9642	FBgn0176630	FBgn0182994	
CG9643	FBgn0173087	FBgn0194182	
CG9646	FBgn0176631	FBgn0182995	
CG9649	FBgn0180729	FBgn0191915	
CG9657	FBgn0172433	FBgn0188430	
CG9662	FBgn0173056	FBgn0194154	
CG9663	FBgn0173062	FBgn0194160	
CG9664	FBgn0173063	FBgn0194161	
CG9666	FBgn0169937	FBgn0186467	
CG9667	FBgn0181220	FBgn0192350	
CG9669	FBgn0179227	FBgn0184171	
CG9672	FBgn0168302	FBgn0187388	
CG9673	FBgn0168304	FBgn0187389	
CG9676	FBgn0168306	FBgn0187391	
CG9682	FBgn0167804	FBgn0192937	
CG9684	FBgn0181199	FBgn0192333	
CG9686	FBgn0166336	FBgn0183956	
CG9689	FBgn0166338	FBgn0183734	
CG9691	FBgn0166340	FBgn0196101	
CG9692	FBgn0180507	FBgn0186333	
CG9698	FBgn0167820	FBgn0192953	
CG9701	FBgn0180512	FBgn0186338	
CG9702	FBgn0167826	FBgn0192959	
CG9705	FBgn0180514	FBgn0186342	
CG9706	FBgn0180515	FBgn0186343	
CG9717	FBgn0167084	FBgn0188526	
CG9722	FBgn0180735	FBgn0191920	
CG9723	FBgn0168312	FBgn0187398	
CG9727	FBgn0165499	FBgn0191039	
CG9733	FBgn0167104	FBgn0188737	
CG9737	FBgn0167105	FBgn0188747	
CG9740	FBgn0181131	FBgn0192274	
CG9743	FBgn0167108	FBgn0188775	
CG9747	FBgn0167112	FBgn0188797	
CG9752	FBgn0170646	FBgn0196520	
CG9754	FBgn0170645	FBgn0196519	
CG9757	FBgn0180779	FBgn0191959	
CG9759	FBgn0180780	FBgn0191960	
CG9760	FBgn0179539	FBgn0184471	
CG9766	FBgn0165663	FBgn0191183	
CG9769	FBgn0165634	FBgn0191154	
CG9773	FBgn0181179	FBgn0192313	
CG9775	FBgn0165638	FBgn0191157	
CG9776	FBgn0165656	FBgn0191177	
CG9780	FBgn0165659	FBgn0191181	
CG9782	FBgn0168318	FBgn0187401	
CG9791	FBgn0165690	FBgn0191206	
CG9795	FBgn0165691	FBgn0191207	
CG9796	FBgn0180795	FBgn0191971	
CG9799	FBgn0180798	FBgn0191974	
CG9801	FBgn0181171	FBgn0192309	
CG9806	FBgn0166240	FBgn0187665	
CG9812	FBgn0170464	FBgn0196362	
CG9813	FBgn0180801	FBgn0191976	
CG9815	FBgn0170463	FBgn0196361	
CG9822	FBgn0170642	FBgn0196515	
CG9825	FBgn0170875	FBgn0183453	
CG9837	FBgn0181156	FBgn0192298	
CG9839	FBgn0181157	FBgn0192299	
CG9849	FBgn0170891	FBgn0183467	
CG9850	FBgn0170431	FBgn0196329	
CG9855	FBgn0165651	FBgn0191173	
CG9861	FBgn0170912	FBgn0183487	
CG9863	FBgn0170913	FBgn0183489	
CG9864	FBgn0174690	FBgn0082743	
CG9865	FBgn0170616	FBgn0196490	
CG9866	FBgn0173242	FBgn0194540	
CG9870	FBgn0173245	FBgn0194543	
CG9875	FBgn0170917	FBgn0183493	
CG9876	FBgn0170502	FBgn0196394	
CG9879	FBgn0173262	FBgn0194558	
CG9883	FBgn0173253	FBgn0194550	
CG9886	FBgn0173248	FBgn0194545	
CG9890	FBgn0170506	FBgn0196398	
CG9894	FBgn0173269	FBgn0194566	
CG9896	FBgn0170511	FBgn0196404	
CG9899	FBgn0170906	FBgn0183482	
CG9911	FBgn0168344	FBgn0187418	
CG9917	FBgn0168340	FBgn0187417	
CG9919	FBgn0168339	FBgn0187416	
CG9920	FBgn0180746	FBgn0191931	
CG9921	FBgn0168338	FBgn0187415	
CG9922	FBgn0180748	FBgn0191933	
CG9925	FBgn0180751	FBgn0191936	
CG9926	FBgn0180752	FBgn0191937	
CG9934	FBgn0180788	FBgn0193505	
CG9935	FBgn0181626	FBgn0195716	
CG9940	FBgn0172504	FBgn0187531	
CG9945	FBgn0176899	FBgn0183266	
CG9948	FBgn0169729	FBgn0185676	
CG9951	FBgn0180524	FBgn0186352	
CG9953	FBgn0169731	FBgn0185678	
CG9960	FBgn0173111	FBgn0194202	
CG9961	FBgn0173113	FBgn0194205	
CG9962	FBgn0173116	FBgn0194208	
CG9967	FBgn0173144	FBgn0194236	
CG9970	FBgn0169025	FBgn0185082	
CG9975	FBgn0176826	FBgn0183195	
CG9977	FBgn0169035	FBgn0185088	
CG9981	FBgn0168333	FBgn0195828	
CG9986	FBgn0171301	FBgn0192811	
CG9987	FBgn0172256	FBgn0195555	
CG9989	FBgn0167668	FBgn0192814	
CG9992	FBgn0168336	FBgn0187413	
CG9993	FBgn0170687	FBgn0196559	
CG9997	FBgn0167222	FBgn0045574	
CHIP	FBgn0173334	FBgn0066168	
CHKov2	FBgn0172627	FBgn0084777	
CHMP2B	FBgn0169616	FBgn0185574	
CHORD	FBgn0181424	FBgn0192530	
CHOp24	FBgn0167285	FBgn0188282	
CLS	FBgn0165177	FBgn0189715	
CNT1	FBgn0175970	FBgn0182393	
COQ7	FBgn0167466	FBgn0188402	
CORL	FBgn0167949	FBgn0069517	
CR13656	FBgn0172736	FBgn0192649	
CR16735	FBgn0178653	FBgn0190121	
CR17024	FBgn0181699	FBgn0195211	
CR17025	FBgn0180787	FBgn0191966	
CR18228	FBgn0181214	FBgn0192344	
CR30374	FBgn0175596	FBgn0181957	
CR30461	FBgn0174904	FBgn0196796	
CR31044	FBgn0167712	FBgn0189344	
CR31386	FBgn0174308	FBgn0192133	
CR31647	FBgn0174345	FBgn0189370	
CR31824	FBgn0174351	FBgn0195384	
CR32194	FBgn0174271	FBgn0189462	
CR32252	FBgn0168925	FBgn0184996	
CR33929	FBgn0180830	FBgn0192006	
CR34024	FBgn0165234	FBgn0192702	
CR34046	FBgn0171356	FBgn0193020	
CR34052	FBgn0174382	FBgn0189522	
CR43751	FBgn0172342	FBgn0186846	
CR9162	FBgn0174350	FBgn0189376	
CREG	FBgn0170288	FBgn0191714	
CRMP	FBgn0165762	FBgn0191284	
CS-2	FBgn0177292	FBgn0186685	
CSN1a	FBgn0170681	FBgn0195339	
CSN1b	FBgn0169834	FBgn0184053	
CSN3	FBgn0177052	FBgn0183893	
CSN4	FBgn0175879	FBgn0182300	
CSN5	FBgn0170080	FBgn0190610	
CSN6	FBgn0181298	FBgn0192420	
CSN7	FBgn0175910	FBgn0182329	
CSN8	FBgn0171820	FBgn0194907	
CTCF	FBgn0168699	FBgn0184788	
CYLD	FBgn0166765	FBgn0193691	
Ca-P60A	FBgn0170409	FBgn0196307	
Ca-alpha1D	FBgn0173561	FBgn0195399	
Ca-alpha1T	FBgn0167530	FBgn0187838	
CaBP1	FBgn0172808	FBgn0193329	
CaMKI	FBgn0181650	FBgn0196109	
Cad74A	FBgn0179203	FBgn0184145	
Cad86C	FBgn0178766	FBgn0190234	
Cad87A	FBgn0180915	FBgn0192089	
Cad96Ca	FBgn0172651	FBgn0189761	
Cad96Cb	FBgn0172649	FBgn0189759	
Caf1	FBgn0179069	FBgn0190504	
Caf1-180	FBgn0176072	FBgn0195898	
CalpA	FBgn0176835	FBgn0183202	
CalpB	FBgn0180052	FBgn0185910	
CalpC	FBgn0168358	FBgn0188838	
Calx	FBgn0169976	FBgn0190890	
Cam	FBgn0176232	FBgn0182612	
CanB2	FBgn0175860	FBgn0182278	
Cand1	FBgn0166667	FBgn0193675	
Cap	FBgn0168319	FBgn0187402	
Cap-G	FBgn0176324	FBgn0182703	
Cap-H2	FBgn0178759	FBgn0190226	
Capr	FBgn0169851	FBgn0184067	
Caps	FBgn0167962	FBgn0195761	
Cas	FBgn0172066	FBgn0193311	
Cat	FBgn0025059	FBgn0022505	
Catsup	FBgn0172226	FBgn0084332	
Cbp20	FBgn0170200	FBgn0190709	
Cbp53E	FBgn0176623	FBgn0182989	
Cbp80	FBgn0167295	FBgn0188290	
Cbs	FBgn0177927	FBgn0189057	
Cby	FBgn0181231	FBgn0192360	
Ccap	FBgn0178493	FBgn0189959	
CcapR	FBgn0165158	FBgn0189696	
Cchl	FBgn0178537	FBgn0190005	
